 #  energy  real  imag
  0.000000000000000E+000   4.490970      0.0000000E+00
  1.333333333333333E-003   4.492134      0.0000000E+00
  2.666666666666667E-003   4.493299      0.0000000E+00
  4.000000000000000E-003   4.494465      0.0000000E+00
  5.333333333333333E-003   4.495633      0.0000000E+00
  6.666666666666667E-003   4.496800      0.0000000E+00
  8.000000000000000E-003   4.497969      0.0000000E+00
  9.333333333333334E-003   4.499139      0.0000000E+00
  1.066666666666667E-002   4.500310      0.0000000E+00
  1.200000000000000E-002   4.501482      0.0000000E+00
  1.333333333333333E-002   4.502654      0.0000000E+00
  1.466666666666667E-002   4.503828      0.0000000E+00
  1.600000000000000E-002   4.505002      0.0000000E+00
  1.733333333333333E-002   4.506177      0.0000000E+00
  1.866666666666667E-002   4.507353      0.0000000E+00
  2.000000000000000E-002   4.508530      0.0000000E+00
  2.133333333333333E-002   4.509708      0.0000000E+00
  2.266666666666667E-002   4.510887      0.0000000E+00
  2.400000000000000E-002   4.512067      0.0000000E+00
  2.533333333333333E-002   4.513248      0.0000000E+00
  2.666666666666667E-002   4.514430      0.0000000E+00
  2.800000000000000E-002   4.515613      0.0000000E+00
  2.933333333333333E-002   4.516796      0.0000000E+00
  3.066666666666666E-002   4.517981      0.0000000E+00
  3.200000000000000E-002   4.519166      0.0000000E+00
  3.333333333333333E-002   4.520352      0.0000000E+00
  3.466666666666667E-002   4.521540      0.0000000E+00
  3.600000000000000E-002   4.522728      0.0000000E+00
  3.733333333333334E-002   4.523917      0.0000000E+00
  3.866666666666667E-002   4.525107      0.0000000E+00
  4.000000000000000E-002   4.526299      0.0000000E+00
  4.133333333333333E-002   4.527491      0.0000000E+00
  4.266666666666667E-002   4.528684      0.0000000E+00
  4.400000000000000E-002   4.529877      0.0000000E+00
  4.533333333333334E-002   4.531072      0.0000000E+00
  4.666666666666667E-002   4.532268      0.0000000E+00
  4.800000000000000E-002   4.533465      0.0000000E+00
  4.933333333333333E-002   4.534662      0.0000000E+00
  5.066666666666667E-002   4.535861      0.0000000E+00
  5.200000000000000E-002   4.537061      0.0000000E+00
  5.333333333333334E-002   4.538261      0.0000000E+00
  5.466666666666667E-002   4.539463      0.0000000E+00
  5.600000000000000E-002   4.540665      0.0000000E+00
  5.733333333333333E-002   4.541869      0.0000000E+00
  5.866666666666667E-002   4.543073      0.0000000E+00
  6.000000000000000E-002   4.544279      0.0000000E+00
  6.133333333333333E-002   4.545485      0.0000000E+00
  6.266666666666666E-002   4.546692      0.0000000E+00
  6.400000000000000E-002   4.547900      0.0000000E+00
